School,Name,Review,Quality,Difficulty,gender,male_words,female_words,number of words,female words normalized
McMaster University,Alexandre Sevigny,"Alex is a overall great guy. He knows his stuff and doesn't try to shove it down your throat. We would stop for coffee breaks (8:30 class) and he would come ask everyone how the weekend was. Classy professor that deserves his good reputation. He is still friends with the majority of this older students, always a positive sign.",5.0,3.0,0,1,2,59,0.03389830508474576
McMaster University,Alexandre Sevigny,A truly decent person and a pleasure to have a professor. I learned more during this course than in any other of my undergrad. My favourite course of all the ones I took at McMaster. Period.,5.0,5.0,0,1,2,36,0.05555555555555555
McMaster University,Alexandre Sevigny,"Dr Sévigny is, quite simply, a true gentleman and superb professor. He is my model, now that I am in graduate school.",5.0,4.0,0,1,0,22,0.0
McMaster University,Gautam Ullal,"Best professor I've come across at McMaster University. Very intelligent, passion for teaching and very approachable. tests were difficult but his ability to make every lecture interesting was worth every minute!",4.5,4.0,0,1,2,31,0.06451612903225806
McMaster University,Gautam Ullal,"would take any class taught by him. tough marker but approachable and fair. took his class as an elective, ended up minoring in psych. best proff at mac",4.0,2.0,0,1,1,28,0.03571428571428571
McMaster University,Gautam Ullal,"Amazing professor!!! Makes material so interesting, engaging and his tests are very reasonable. Completely changes your mind about first year psych. I would take any course with him!",5.0,1.0,0,1,2,28,0.07142857142857142
McMaster University,Gautam Ullal,"He keeps class very interactive and interesting by using current disease and conditions in his examples as well as utilizing the TAs to demonstrate specific activities. He likes to perform ""role plays"" of various conditions during class. A downside is that his tests are too short and there are very few chances to redeem   your mark in the course.",4.5,2.0,0,1,1,59,0.01694915254237288
McMaster University,Gautam Ullal,"Very difficult to understand, since he speaks very fast. His email explanations are very unclear. He is very approachable after class. His tests are too short",2.0,5.0,0,0,1,26,0.038461538461538464
McMaster University,Gautam Ullal,"I've taken two classes with Ullal, decided to minor in Psych so I can take more with him! Such a sweet, easygoing guy, and he's so passionate about teaching. His 2NF3 class is especially interesting, definitely recommended",4.5,1.0,0,0,1,37,0.02702702702702703
McMaster University,Gautam Ullal,"His short answers were marked way too hard. Other than that, the material is interesting and he can communicate it well in lecture. The only thing is that his e-mails tend to be extremely useless if you are trying to understand something.",3.0,3.0,0,0,3,42,0.07142857142857142
McMaster University,Gautam Ullal,"He is extremely knowledgeable and very approachable after class. The course was really well structured and the content was very interesting. He paces himself according to the class, teaching whatever he can without stressing over time. Defined my interest in clinical neuroscience.",4.5,2.0,0,0,0,42,0.0
McMaster University,Gautam Ullal,"He is very enthusiastic about his material, however he is very hard to understand sometimes - he tend to talk in a very low voice, thick accent, and fast.  If you're going to take a class of his do yourself a favour and sit in a front row.",2.5,3.0,0,2,2,48,0.041666666666666664
McMaster University,Gautam Ullal,Designed my career for me. Never had a prof that has had such a profound effect on me. Thank you Prof. Ullal.,5.0,1.0,0,1,0,22,0.0
McMaster University,Gautam Ullal,"His exams will ruin you, you will be lucky to get a C, no tutorials, sometimes one assignment per course, (ive taken more than one of his courses), overall, very difficult.",2.5,5.0,0,1,2,31,0.06451612903225806
McMaster University,Gautam Ullal,"he does love what he teaches but his tests are ridiculous, and i mean you can study A LOT for them and still get horrible because he tests on the most irrelevant details that have nothing to do with what the main focus of the lectures are about. And this has nothing to do with being whiny, his tests are just plain unfair period.",1.5,5.0,0,4,4,64,0.0625
McMaster University,Gautam Ullal,"Dr. Ullal is great prof. Has so much passion for what he does. As long as you understand the slides and you go to every lecture it's not impossible to get an A. He can be quite specific when he's testing you with details, but it's not the hardest course.",4.5,2.0,0,5,2,50,0.04
McMaster University,Gautam Ullal,Really awesome prof. Makes the subject interesting. Hard tests and exams.,4.5,5.0,0,3,1,11,0.09090909090909091
McMaster University,Gautam Ullal,Great teacher. enough said.,5.0,2.0,0,1,0,4,0.0
McMaster University,Gautam Ullal,"This guy is brutal, hes nice and enthusiastic and all but hes doesnt speak loud enough, hes boring as hell and hard to understand. He likes to test the most random things out of his lectures. I don't recommend this one.",3.0,4.0,0,3,4,41,0.0975609756097561
McMaster University,Gautam Ullal,"A very poor professor. Shouldn't still be teaching. Lectures are all over the place and he can be difficult to understand due to his accent.He also tends to test on the most specific, irrelevant details resulting in test averages in the 50s. Low competence in using online resources.",1.0,5.0,0,4,3,48,0.0625
McMaster University,Gautam Ullal,"Interesting class. Memorize like crazy. Not insurmountable, but hard to get 12. Dr. Ullal, however, is a fantastic professor who shows enthusiasm and interest in teaching. Tests and assignments depend on how nice the TAs are, and they are variable. Only about 5-10 people will get 12s each semester but getting 10 or over is possible with studying.",5.0,3.0,0,3,4,58,0.06896551724137931
McMaster University,Gautam Ullal,"Dr. Ullal is one of my favourite professors ever.He made neuroscience and sensory processes classes so interesting and educative.I got A in both of them and I decided to focus on neuroscience in the future.he is very enthusiastic and nice.But I do admit,you have to study your *ss off to get good marks.",4.0,5.0,0,0,1,53,0.018867924528301886
McMaster University,Gautam Ullal,"You will rock this course if you memorize the lectures, which is easier said than done as they tend to be ALL OVER THE PLACE! Don't need to read the text because he never tests out of it. Over all, if you're interested in the content, take 2F03 instead, which covers the same content but is structured much more logically.",1.5,1.0,0,0,1,60,0.016666666666666666
McMaster University,Todd Alway,amazing prof. makes the most boring courses fun!,5.0,3.0,0,2,1,8,0.125
McMaster University,Todd Alway,Actually made me want to go to my elective -- Alway's energy is unmatched by literally any other prof and he makes it very easy to get excited about the subject. Goes into excellent detail while still remaining concise. Virtually no readings for the course and he told us *exactly* what was going to be on the final. Legend-tier prof,5.0,2.0,0,3,2,60,0.03333333333333333
McMaster University,Todd Alway,"Very loud, but a great prof. Content is perfect, and uploads summaries. Focus on arguments made in class b/c they make up the exam. Two major papers. 1st is On Liberty; 2nd is on a debatable topic. My TA was a hard marker and slacked. The prof is very organized, though. Tutorial has group projects. Group assessment at the end. Exam has three essays",5.0,4.0,0,2,1,64,0.015625
McMaster University,Todd Alway,"Alway is an amazing prof but 2NN3 is probably the driest course I've taken so far. It's not Alway but just content itself is super boring, I doubt anyone really wants to sit through research methods and data collection for an entire semester. Some of it was difficult but Alway was very helpful and really tried to explain the concepts to us.",4.0,4.0,0,2,2,62,0.03225806451612903
McMaster University,Todd Alway,"One of the best professors in McMasters Social Science department. The level of enthusiasm he has when he gives lectures is always fresh and energizing compared other profs in the department. Genuinely a nice, laid back guy and a very good professor as well.",5.0,3.0,0,2,3,44,0.06818181818181818
McMaster University,Todd Alway,Amazing prof!! Made me fall in love with Political Science,5.0,4.0,0,1,1,10,0.1
McMaster University,Todd Alway,"I took 1AB3, and while you don't have to attend lecture, I definitely recommend it to do well in the class. Depending on your TA they're tough graders, which makes the exam difficult a well. Research paper and exam were both 35% so be ready to work hard on your paper if you don't mind that I'd recommend the course.",4.0,4.0,0,2,3,60,0.05
